id,date,time,lat,long,country,city,area,direction,dist,depth,xm,md,richter,mw,ms,mb
1.98E+13,1975.07.25,12:42:00 AM,39.87,29.5,turkey,kutahya,ortaca_domanic,north,4.5,15,3.9,0,3.9,,0,0
2.00E+13,1996.03.30,12:44:43 AM,40.71,29.7,turkey,kocaeli,osmaniye_karamursel,north,4.5,7,3.5,3.5,0,,0,0
2.00E+13,2002.10.22,12:52:12 AM,39.34,40.17,turkey,bingol,demirdos_kigi,north,4.5,10,4.7,4.7,0,,0,4.7
2.01E+13,2005.01.29,12:05:13 AM,37.77,43.97,turkey,hakkari,demirtas,north,4.5,4,4,4,0,,0,0
2.01E+13,2012.04.20,12:39:16 AM,39.17,29.09,turkey,kutahya,sogut_simav,north,4.5,6.6,4.2,0,4.2,,0,0
2.01E+13,2005.03.23,12:22:55 AM,39.04,28,turkey,manisa,mustullar_akhisar,east,4.5,10.9,3.5,3.5,0,,0,0
1.97E+13,1971.05.24,12:32:14 AM,39.38,40.59,turkey,bingol,elmali_yedisu,west,4.6,62,4.5,4.3,4.3,4.5,4.2,4.4
1.98E+13,1981.05.25,12:29:04 AM,37.14,28.11,turkey,mugla,meke,west,4.6,0,3.8,0,0,,0,3.8
1.99E+13,1993.11.02,12:44:53 AM,38.97,29.84,turkey,kutahya,oysu_altintas,west,4.6,5,3.8,3.8,0,,0,0
2.00E+13,1999.11.20,12:44:13 AM,40.78,31.47,turkey,bolu,kizilagil,west,4.6,8,4.2,4.2,0,,0,0
1.97E+13,1974.02.10,12:11:58 AM,37.46,29.68,turkey,burdur,niyazlar_yesilova,south_west,4.6,10,4.7,4.5,4.5,4.7,4.4,4.6
1.98E+13,1976.05.11,12:48:59 AM,39.34,29.12,turkey,kutahya,umutlu_emet,south_west,4.6,39,3.6,0,0,,0,3.6
1.98E+13,1983.10.30,12:13:50 AM,40.23,42.03,turkey,erzurum,asagi_camlikale_horasan,south_west,4.6,10,4.8,0,0,,0,4.8
1.99E+13,1986.05.07,12:35:34 AM,37.98,37.85,turkey,malatya,hudutkoy_dogansehir,south_west,4.6,10,4.2,0,0,,0,4.2
2.00E+13,1996.06.06,12:33:24 AM,39.58,37.99,turkey,sivas,asagicamurcu_zara,south_west,4.6,0,4.3,4.3,0,,0,0
2.00E+13,1998.08.07,12:36:13 AM,37.91,43.24,turkey,van,bukec_gurpinar,south_west,4.6,0,4.4,4.4,0,,0,0
2.00E+13,2002.06.26,12:31:20 AM,38.63,31.27,turkey,afyonkarahisar,yenikarabag_sultandagi,south_west,4.6,5,4,4,0,,0,4
2.00E+13,2004.05.31,12:50:08 AM,40.51,30.6,turkey,sakarya,hanyatak_akyazi,south_west,4.6,7,4,3.9,4,,0,0
2.01E+13,2008.01.19,12:01:14 AM,39.43,33.13,turkey,ankara,yeniyapansihli_bala,south_west,4.6,5,3.5,3.5,0,,0,0
2.01E+13,2010.04.30,12:36:54 AM,39.94,32.75,turkey,ankara,yenimahalle,south_west,4.6,2.5,3.5,0,3.5,,0,0
2.01E+13,2011.08.25,12:19:24 AM,39.17,29.12,turkey,kutahya,tokat_hisarcik,south_west,4.6,7.1,4.3,0,4.3,,0,4.1
2.01E+13,2012.05.23,12:22:31 AM,37.06,29.06,turkey,denizli,yolcati_acipayam,south_west,4.6,6.6,3.6,0,3.6,,0,0
2.02E+13,2017.05.28,12:50:26 AM,38.72,27.78,turkey,manisa,kumkuyucak_saruhanli,south_west,4.6,9.4,4.8,0,4.7,4.8,0,0
2.02E+13,2017.06.12,12:38:53 AM,38.58,27.03,turkey,izmir,menemen,south_west,4.6,16.3,3.5,0,3.3,3.5,0,0
1.97E+13,1971.05.18,12:18:10 AM,37.51,29.67,turkey,burdur,salda_yesilova,south_east,4.6,5,3.6,3.6,0,,0,0
1.97E+13,1971.12.07,12:51:20 AM,37.62,29.87,turkey,burdur,beykoy_yesilova,south_east,4.6,21,4.2,4.2,0,,0,0
1.98E+13,1978.10.01,12:04:53 AM,37.35,30.9,turkey,burdur,kizilli_bucak,south_east,4.6,8,3.6,0,0,,0,3.6
1.98E+13,1983.08.11,12:44:16 AM,39.02,44.2,turkey,van,baydogan_caldiran,south_east,4.6,40,4.3,0,0,,3.9,4.3
2.00E+13,1999.06.28,12:16:50 AM,38.21,26.54,turkey,izmir,zeytineli_urla,south_east,4.6,5,4,4,0,,0,0
2.00E+13,2004.03.29,12:32:17 AM,39.87,40.69,turkey,erzurum,gumusseren_askale,south_east,4.6,10,3.5,3.5,0,,0,0
2.01E+13,2005.08.01,12:02:15 AM,39.41,33.08,turkey,ankara,afsar_bala,south_east,4.6,7,4,4,0,,0,0
2.02E+13,2017.03.09,12:59:24 AM,37.49,38.48,turkey,adiyaman,kirmacik_samsat,south_east,4.6,16,3.7,0,3.7,3.7,0,0
1.97E+13,1971.08.09,12:32:27 AM,37.58,30.17,turkey,burdur,akyaka,south,4.6,5,4.5,4.3,4.3,4.5,4.2,4.4
1.99E+13,1990.12.02,12:18:14 AM,37.1,29.5,turkey,burdur,golhisar,south,4.6,0,3.7,0,0,,0,3.7
1.99E+13,1991.11.18,12:35:03 AM,37.05,29.57,turkey,burdur,kargali_golhisar,south,4.6,27,4,4,0,,0,0
1.99E+13,1993.02.04,12:28:44 AM,40.23,36.84,turkey,tokat,teknecik_almus,south,4.6,10,3.9,3.9,0,,0,0
2.00E+13,1999.05.22,12:56:20 AM,39.14,38.73,turkey,erzincan,sahinler_kemaliye,south,4.6,0,3.5,3.5,0,,0,0
2.00E+13,1999.10.31,12:21:53 AM,38.65,41.28,turkey,mus,kayalisu,south,4.6,4,3.8,3.8,0,,0,0
2.00E+13,2000.06.05,12:56:21 AM,37.83,29.08,turkey,denizli,celtikci,south,4.6,1,3.5,3.5,0,,0,0
2.01E+13,2007.11.25,12:57:46 AM,37.19,28.9,turkey,denizli,beyagac,south,4.6,7.9,3.6,3.6,3.5,,0,0
2.02E+13,2015.07.12,12:32:50 AM,36.98,28.37,turkey,mugla,sirinkoy_ula,south,4.6,7,4.1,0,4,4.1,0,0
1.96E+13,1960.02.21,12:29:23 AM,38.49,41.52,turkey,batman,cakirpinar_sason,north_west,4.6,40,4.9,4.8,4.8,4.9,4.8,4.9
1.97E+13,1970.04.18,12:14:05 AM,38.7,31.7,turkey,konya,kuzoren_yunak,north_west,4.6,5,4,4,0,,0,0
1.97E+13,1971.06.09,12:55:25 AM,37.55,29.7,turkey,burdur,kayadibi_yesilova,north_west,4.6,15,3.6,3.6,0,,0,0
1.98E+13,1980.04.29,12:19:09 AM,37.07,28.73,turkey,mugla,yayla_koycegiz,north_west,4.6,32,4.4,0,4.1,,0,4.4
1.98E+13,1980.08.17,12:38:40 AM,37.66,29.06,turkey,denizli,pinarlik_tavas,north_west,4.6,0,3.6,0,0,,0,3.6
1.98E+13,1983.09.11,12:52:30 AM,37.3,30.9,turkey,antalya,bozdogan_serik,north_west,4.6,53,3.7,0,0,,0,3.7
1.98E+13,1983.12.14,12:28:18 AM,37.05,27.71,turkey,mugla,mazikoy_bodrum,north_west,4.6,0,3.7,0,0,,0,3.7
2.00E+13,1995.02.23,12:12:17 AM,39.63,38.22,turkey,sivas,yurektasi_imranli,north_west,4.6,0,3.8,3.8,0,,0,0
2.00E+13,1997.03.04,12:22:56 AM,39.33,40.98,turkey,bingol,karliova,north_west,4.6,12,4.3,4.3,0,,0,0
2.00E+13,2001.02.27,12:14:55 AM,39.09,26.84,turkey,izmir,dikili,north_west,4.6,9,3.8,3.8,0,,0,0
2.01E+13,2005.10.04,12:23:45 AM,41.23,32.13,turkey,karabuk,kale_yenice,north_west,4.6,7.6,3.5,3.5,0,,0,0
2.01E+13,2011.10.23,12:11:21 AM,38.61,43.17,turkey,van,citoren,north_west,4.6,4.1,3.9,0,3.9,,0,0
2.02E+13,2017.02.16,12:19:00 AM,39.52,26.05,turkey,canakkale,babakale_ayvacik,north_west,4.6,13.7,4.5,0,4.3,4.5,0,0
1.95E+13,1951.09.15,12:52:13 AM,40.15,28.02,turkey,balikesir,kiziksa_manyas,north_east,4.6,40,5.3,5,4.9,5.3,5,5
1.96E+13,1960.01.26,12:05:45 AM,37,28.93,turkey,mugla,sazak_koycegiz,north_east,4.6,72,5.4,5.1,5.1,5.4,5.2,5.1
1.98E+13,1975.04.18,12:43:23 AM,40.35,27.28,turkey,canakkale,cinarkopru_biga,north_east,4.6,5,4,0,4,,0,3.4
1.98E+13,1979.04.27,12:56:04 AM,38.94,31.34,turkey,afyonkarahisar,turkmenkoy_emirdag,north_east,4.6,10,3.7,0,3.7,,0,0
2.00E+13,1996.08.25,12:54:43 AM,40.93,35.33,turkey,amasya,kiziroglu_gumushacikoy,north_east,4.6,5,4,4,0,,0,0
2.00E+13,1996.11.29,12:40:06 AM,39.4,40.7,turkey,bingol,dinarbey_yedisu,north_east,4.6,0,3.6,3.6,0,,0,0
2.00E+13,1999.08.28,12:20:08 AM,40.69,29.19,turkey,yalova,koru_cinarcik,north_east,4.6,9,3.5,3.5,0,,0,0
2.00E+13,2000.06.05,12:46:29 AM,37.82,29.11,turkey,denizli,,north_east,4.6,1,3.7,3.7,0,,0,0
2.00E+13,2000.09.27,12:19:38 AM,40.47,33.06,turkey,ankara,avciova_cubuk,north_east,4.6,15,4,4,0,,0,0
2.00E+13,2004.04.01,12:39:18 AM,39.85,40.71,turkey,erzurum,hatuncuk_askale,north_east,4.6,10,3.5,3.5,0,,0,0
2.00E+13,2004.07.06,12:24:42 AM,38.59,31.34,turkey,afyonkarahisar,taskopru_sultandagi,north_east,4.6,10,3.5,3.5,0,,0,0
2.02E+13,2017.06.04,12:04:54 AM,38.35,26.61,turkey,izmir,barbaros_urla,north_east,4.6,9.6,3.5,0,3.5,3.2,0,0
1.98E+13,1976.05.08,12:27:28 AM,39.32,29.1,turkey,kutahya,kabaklar_emet,north,4.6,41,3.8,0,0,,0,3.8
2.00E+13,1998.02.27,12:16:28 AM,40.35,27.38,turkey,canakkale,bozlar_biga,north,4.6,14,3.5,3.5,0,,0,0
2.00E+13,2002.08.23,12:10:49 AM,37.11,37.38,turkey,gaziantep,sehitkamil,north,4.6,11,3.6,3.6,0,,0,0
2.01E+13,2009.05.27,12:03:29 AM,39.9,43.27,turkey,agri,sariharman,north,4.6,9.8,3.6,3.6,0,,0,0
1.97E+13,1968.08.29,12:00:02 AM,38.9,27.4,turkey,manisa,sakalli,east,4.6,5,3.9,3.9,0,,0,0
1.99E+13,1990.07.23,12:57:19 AM,36.6,29.5,turkey,mugla,kayacik_fethiye,east,4.6,54,3.5,3.5,0,,0,0
1.99E+13,1991.10.06,12:46:48 AM,41.09,43.4,turkey,kars,kakac_arpacay,east,4.6,18,5,0,0,,4.6,5
1.97E+13,1971.09.23,12:53:14 AM,37.33,30.25,turkey,burdur,urkutlu_bucak,west,4.7,5,3.5,3.5,0,,0,0
2.00E+13,2004.12.28,12:37:56 AM,36.98,28.21,turkey,mugla,camli_marmaris,west,4.7,13,4.3,4.2,4,,0,4.3
2.01E+13,2007.03.30,12:05:25 AM,38.04,30.91,turkey,isparta,hacilar_gelendost,west,4.7,5.8,3.7,0,3.7,,0,0
2.01E+13,2007.03.30,12:29:51 AM,38.02,30.91,turkey,isparta,esinyurt_gelendost,west,4.7,9,3.7,0,3.7,,0,0
2.01E+13,2008.03.27,12:09:00 AM,39.49,33.12,turkey,ankara,cataloren_bala,west,4.7,5,3.5,3.5,0,,0,0
2.01E+13,2010.03.09,12:14:35 AM,39.91,39.15,turkey,erzincan,kocyatagi,west,4.7,5.4,4,0,4,,0,0
2.01E+13,2010.12.23,12:41:25 AM,38.28,26.43,turkey,izmir,karakoy_cesme,west,4.7,8.1,3.8,0,3.8,,0,0
2.01E+13,2011.08.16,12:53:31 AM,39.08,35.91,turkey,kayseri,sarioglan,west,4.7,5,4.5,0,4.5,,0,0
2.02E+13,2017.03.01,12:05:19 AM,39.48,26.01,turkey,canakkale,babakale_ayvacik,west,4.7,8.6,3.7,0,3.7,3.6,0,0
1.97E+13,1971.08.23,12:41:46 AM,36.83,28.5,turkey,mugla,ekincik_koycegiz,south_west,4.7,32,4.1,4.1,0,,0,0
1.98E+13,1980.10.02,12:21:36 AM,38.12,30.9,turkey,isparta,yenice_gelendost,south_west,4.7,1,4,0,0,,0,4
1.99E+13,1988.08.19,12:50:27 AM,37.95,29.18,turkey,denizli,guzelpinar,south_west,4.7,1,4.3,0,0,,0,4.3
1.99E+13,1992.03.29,12:26:20 AM,39.43,39.63,turkey,tunceli,karagoz_pulumur,south_west,4.7,10,4.1,0,0,,0,4.1
2.00E+13,1995.03.18,12:47:12 AM,37.19,27.98,turkey,mugla,camlica_yatagan,south_west,4.7,0,3.5,3.5,0,,0,0
2.00E+13,2002.10.15,12:20:03 AM,38.68,30.85,turkey,afyonkarahisar,hamidiye_bolvadin,south_west,4.7,10,3.5,3.5,0,,0,0
2.01E+13,2005.04.23,12:34:40 AM,39.78,44.54,turkey,igdir,emince_aralik,south_west,4.7,20.4,3.7,3.7,0,,0,0
2.01E+13,2007.06.02,12:23:42 AM,38.94,43.91,turkey,van,akbasak_caldiran,south_west,4.7,5,4.1,4.1,4.1,,0,4.1
2.02E+13,2017.02.03,12:33:33 AM,38.7,38.06,turkey,malatya,yesilpinar_hekimhan,south_west,4.7,5,3.9,0,3.9,3.9,0,0
1.92E+13,1924.07.25,12:39:24 AM,38,43,turkey,van,cilga_catak,south_east,4.7,30,5.2,4.9,4.9,5.2,4.9,4.9
1.95E+13,1945.07.29,12:56:49 AM,38,43,turkey,van,cilga_catak,south_east,4.7,30,5.2,4.9,4.9,5.2,4.9,4.9
1.97E+13,1966.06.26,12:17:02 AM,36.84,35.92,turkey,adana,golovasi_yumurtalik,south_east,4.7,58,4.8,4.8,4.8,4.8,4.8,4.5
1.98E+13,1975.01.30,12:51:25 AM,39.82,28.6,turkey,bursa,alpagut_mustafakemalpasa,south_east,4.7,0,4.1,0,4.1,,0,0
1.98E+13,1977.10.19,12:35:12 AM,36.82,30.12,turkey,antalya,karakoy_elmali,south_east,4.7,0,3.5,0,0,,0,3.5
1.98E+13,1978.07.13,12:38:43 AM,39.1,29.9,turkey,kutahya,yagcilar_aslanapa,south_east,4.7,10,6,2.6,0,,0,0
1.98E+13,1982.02.09,12:11:48 AM,36.93,29.44,turkey,burdur,elmaliyurt_golhisar,south_east,4.7,10,3.5,0,0,,0,3.5
1.99E+13,1991.01.12,12:43:37 AM,37.1,29.45,turkey,denizli,cigdemli_cameli,south_east,4.7,10,3.5,3.5,0,,0,0
2.00E+13,2004.03.26,12:04:53 AM,39.95,40.88,turkey,erzurum,gokcebuk_askale,south_east,4.7,10,3.8,3.8,0,,0,0
2.01E+13,2007.04.23,12:20:00 AM,38.27,26.61,turkey,izmir,zeytinler_urla,south_east,4.7,4.5,3.7,3.5,3.7,,0,0
2.01E+13,2007.12.21,12:18:22 AM,39.41,33.07,turkey,ankara,afsar_bala,south_east,4.7,5,3.7,3.7,3.7,,0,0
2.01E+13,2011.05.19,12:34:58 AM,39.04,29.08,turkey,kutahya,kalkan_simav,south_east,4.7,5,3.8,0,3.8,,0,0
1.98E+13,1984.04.27,12:02:59 AM,38.9,31.41,turkey,afyonkarahisar,bademli_emirdag,south,4.7,12,4,0,0,,0,4
2.00E+13,2001.07.10,12:42:04 AM,39.86,41.62,turkey,erzurum,bulkasim_pasinler,south,4.7,10,4.9,4.9,0,,0,0
2.00E+13,2002.06.28,12:26:46 AM,38.65,31.23,turkey,afyonkarahisar,ortakarabag_bolvadin,south,4.7,8,3.6,3.6,0,,0,0
1.92E+13,1918.01.16,12:32:06 AM,38.8,32.9,turkey,konya,damlakuyu_cihanbeyli,north_west,4.7,10,5.5,5.2,5.2,5.5,5.3,5.2
1.94E+13,1941.01.09,12:13:34 AM,38.03,27.4,turkey,izmir,belevi_selcuk,north_west,4.7,70,5.4,5.1,5.1,5.4,5.2,5.1
1.97E+13,1971.06.02,12:31:13 AM,37.4,30.6,turkey,burdur,kuyubasi_bucak,north_west,4.7,5,3.5,3.5,0,,0,0
1.97E+13,1971.07.30,12:47:41 AM,39.2,35.64,turkey,kayseri,buyuk_toraman_felahiye,north_west,4.7,5,3.7,3.7,0,,0,0
1.98E+13,1975.03.27,12:51:21 AM,40.32,26.27,turkey,canakkale,kucukanafarta_eceabat,north_west,4.7,0,4,0,4,,0,0
2.00E+13,1996.09.18,12:16:42 AM,39.45,41.42,turkey,erzurum,meydankoy_hinis,north_west,4.7,15,4.4,4.4,0,,0,0
2.01E+13,2006.06.20,12:09:30 AM,37.45,42.05,turkey,sirnak,damlarca_guclukonak,north_west,4.7,8.4,3.6,3.6,0,,0,0
2.01E+13,2009.07.05,12:48:25 AM,38.93,43.92,turkey,van,yukarisagmalli_caldiran,north_west,4.7,2.9,4,4,4,,0,0
2.01E+13,2009.09.12,12:41:59 AM,39.32,36.84,turkey,sivas,pasakoy_altinyayla,north_west,4.7,5,3.7,3.7,0,,0,0
2.01E+13,2011.11.12,12:24:35 AM,39.09,43.7,turkey,van,gorecek_muradiye,north_west,4.7,6,3.6,0,3.6,,0,0
2.01E+13,2013.11.23,12:07:03 AM,36.36,29.45,turkey,antalya,ikizce_kas,north_west,4.7,52.4,3.9,0,3.9,,0,0
2.02E+13,2017.02.09,12:13:10 AM,39.54,26.07,turkey,canakkale,gulpinar_ayvacik,north_west,4.7,11.7,4.2,0,4.2,4.1,0,0
1.97E+13,1968.06.11,12:09:28 AM,38.15,42.85,turkey,van,bahcesaray,north_east,4.7,53,5.1,5,5,5,5.1,4.7
1.97E+13,1968.11.26,12:56:01 AM,39.1,28.1,turkey,manisa,kocakagan_akhisar,north_east,4.7,5,4,4,0,,0,0
1.97E+13,1969.06.27,12:40:25 AM,39.3,28.7,turkey,kutahya,kizilcik_simav,north_east,4.7,10,4.4,4.2,4,4.4,4,4.3
1.97E+13,1970.06.27,12:44:02 AM,39.3,28.7,turkey,kutahya,kizilcik_simav,north_east,4.7,5,4,4,0,,0,0
1.97E+13,1971.04.16,12:09:17 AM,39.09,29.9,turkey,kutahya,alincik_altintas,north_east,4.7,5,3.8,3.8,0,,0,0
1.98E+13,1979.08.20,12:09:13 AM,39.1,28.1,turkey,manisa,kocakagan_akhisar,north_east,4.7,10,3.7,0,0,,0,3.7
1.99E+13,1987.08.25,12:25:15 AM,38.46,26.61,turkey,izmir,balikliova_urla,north_east,4.7,3,3.5,3.5,0,,0,0
1.99E+13,1988.04.23,12:54:45 AM,39.1,28.1,turkey,manisa,kocakagan_akhisar,north_east,4.7,33,4,0,0,,0,4
2.00E+13,1999.10.11,12:47:47 AM,40.67,29.05,turkey,yalova,kocadere_cinarcik,north_east,4.7,1,3.9,3.9,0,,0,0
2.01E+13,2005.01.27,12:41:49 AM,37.77,43.98,turkey,hakkari,demirtas,north_east,4.7,16,3.8,3.8,0,,0,0
2.01E+13,2005.03.12,12:57:15 AM,38.04,30.83,turkey,isparta,barla_egirdir,north_east,4.7,5,3.7,3.7,0,,0,0
2.01E+13,2005.08.01,12:31:38 AM,39.41,33.04,turkey,ankara,hanburun_bala,north_east,4.7,10,4,4,0,,0,0
2.01E+13,2005.08.06,12:56:57 AM,39.37,33.14,turkey,ankara,yaylaliozu_bala,north_east,4.7,7.7,3.5,3.5,0,,0,0
1.97E+13,1971.07.08,12:35:23 AM,36.79,29.39,turkey,mugla,oren_fethiye,north,4.7,40,4.4,4.2,4,4.4,4,4.3
1.98E+13,1982.03.14,12:09:09 AM,38.64,31.06,turkey,afyonkarahisar,yesilyurt_cay,north,4.7,5,4.2,0,0,,0,4.2
1.99E+13,1993.04.03,12:20:34 AM,36.89,30.22,turkey,antalya,imecik_korkuteli,north,4.7,10,3.6,3.6,0,,0,0
2.00E+13,1997.04.19,12:00:50 AM,38.74,42.13,turkey,bitlis,citak_guroymak,north,4.7,0,4.2,4.2,0,,0,0
2.01E+13,2014.09.01,12:36:30 AM,40.02,26.27,turkey,canakkale,halileli,north,4.7,12,3.6,0,3.6,,0,0
1.97E+13,1967.07.26,12:53:01 AM,39.54,40.38,turkey,tunceli,kirdim_pulumur,east,4.7,30,5.9,5.7,5.6,5.9,5.9,5.6
2.00E+13,2003.10.11,12:33:10 AM,39.89,39.09,turkey,erzincan,yenikoy_refahiye,east,4.7,5,4,4,0,,0,0
1.98E+13,1984.02.05,12:07:48 AM,37.23,28.46,turkey,mugla,ozluce,west,4.8,24,4.2,0,4.2,,0,0
1.99E+13,1988.01.23,12:18:47 AM,37.22,30.6,turkey,antalya,karaveliler_dosemealti,west,4.8,10,4.6,0,0,,0,4.6
2.00E+13,1998.06.28,12:20:34 AM,36.95,35.63,turkey,adana,kizildere_ceyhan,west,4.8,11,4.1,4.1,0,,0,0
2.00E+13,1999.03.02,12:38:10 AM,37.29,31.06,turkey,antalya,ballibucak_manavgat,west,4.8,5,3.5,3.5,0,,0,0
2.01E+13,2011.10.23,12:15:44 AM,38.68,43.13,turkey,van,mollakasim,west,4.8,5.5,3.6,0,3.6,,0,0
2.01E+13,2011.10.29,12:45:49 AM,38.63,43.17,turkey,van,arisu,west,4.8,2.9,4.7,0,4.3,,0,4.7
2.01E+13,2013.02.15,12:55:47 AM,38.33,42.5,turkey,bitlis,donertas_tatvan,west,4.8,5.9,3.7,0,3.7,,0,0
1.96E+13,1961.11.01,12:58:45 AM,39.69,40.82,turkey,erzurum,dagyurdu_askale,south_west,4.8,20,4.7,4.6,4.6,4.7,4.5,4.6
1.97E+13,1971.05.23,12:03:19 AM,39.96,28.72,turkey,bursa,omeralti_mustafakemalpasa,south_west,4.8,3,4.6,4.4,4.1,4.6,4.3,4.5
1.99E+13,1986.06.05,12:27:43 AM,37.99,27.23,turkey,izmir,golova_menderes,south_west,4.8,7,3.5,0,0,,0,3.5
2.00E+13,2003.11.19,12:32:23 AM,37.05,36.34,turkey,osmaniye,karatas,south_west,4.8,16,4.2,4,4.2,,0,0
2.01E+13,2005.07.13,12:43:16 AM,37.82,29.15,turkey,denizli,kocadere,south_west,4.8,4.4,3.6,3.6,0,,0,0
2.01E+13,2005.07.31,12:45:14 AM,39.42,33.13,turkey,ankara,yeniyapansihli_bala,south_west,4.8,6,4.5,0,4.2,,0,4.5
2.01E+13,2007.03.31,12:21:03 AM,38.01,30.91,turkey,isparta,esinyurt_gelendost,south_west,4.8,8.9,4.3,0,4.2,,0,4.3
2.01E+13,2007.05.06,12:55:23 AM,38.67,30.86,turkey,afyonkarahisar,hamidiye_bolvadin,south_west,4.8,5.3,3.5,3.5,0,,0,0
2.01E+13,2007.12.24,12:17:06 AM,39.43,33.12,turkey,ankara,yeniyapansihli_bala,south_west,4.8,5,3.5,3.5,0,,0,0
2.01E+13,2014.08.29,12:00:46 AM,37.34,32.04,turkey,konya,asagikaraoren_seydisehir,south_west,4.8,1.8,3.5,0,3.5,,0,0
2.02E+13,2015.07.16,12:19:00 AM,39.91,43.26,turkey,agri,asagikent,south_west,4.8,1,4,0,4,3.7,0,0
2.02E+13,2017.07.20,12:00:45 AM,36.99,27.41,turkey,mugla,bodrum,south_west,4.8,9.8,4,0,3.8,4,0,0
1.97E+13,1971.02.19,12:13:02 AM,39.17,29.38,turkey,kutahya,seyhler_hisarcik,south_east,4.8,5,3.8,3.8,0,,0,0
1.97E+13,1974.10.27,12:26:34 AM,39.76,39.13,turkey,erzincan,aktas_kemah,south_east,4.8,24,4.2,4,4,4.2,3.7,4.1
1.98E+13,1979.01.09,12:33:00 AM,38.3,36.5,turkey,kayseri,dayoluk_sariz,south_east,4.8,0,4.2,0,0,,0,4.2
1.98E+13,1983.10.06,12:37:51 AM,41,27.75,turkey,tekirdag,yenice_corlu,south_east,4.8,10,3.5,0,0,,0,3.5
2.00E+13,1995.03.12,12:49:33 AM,37.83,29.06,turkey,denizli,kumkisik,south_east,4.8,5,3.5,3.5,0,,0,0
2.00E+13,2000.03.31,12:04:46 AM,40.85,31.32,turkey,duzce,asar,south_east,4.8,5,3.5,3.5,0,,0,0
2.00E+13,2002.10.07,12:25:34 AM,38.68,30.83,turkey,afyonkarahisar,cobanlar,south_east,4.8,10,3.7,3.7,0,,0,0
2.01E+13,2005.03.02,12:10:32 AM,37.8,43.99,turkey,van,besocak_baskale,south_east,4.8,22.4,3.6,0,3.6,,0,0
2.01E+13,2005.12.11,12:53:28 AM,39.04,28.16,turkey,manisa,hanpasa_akhisar,south_east,4.8,10.5,3.5,3.5,0,,0,0
2.01E+13,2006.12.24,12:54:48 AM,36.88,34.74,turkey,mersin,yanpar_mediterranean,south_east,4.8,25.3,3.8,3.8,0,,0,0
2.01E+13,2014.08.02,12:24:18 AM,37.14,31.28,turkey,antalya,burmahan_manavgat,south_east,4.8,5,3.5,0,3.5,,0,0
2.02E+13,2015.06.13,12:03:15 AM,38.65,40.13,turkey,elazig,altinolcek_palu,south_east,4.8,5,3.7,0,3.7,,0,0
2.02E+13,2015.06.20,12:02:05 AM,36.98,28.35,turkey,mugla,cetibeli_marmaris,south_east,4.8,2,3.5,0,3.5,,0,0
1.99E+13,1991.01.24,12:32:33 AM,37.11,31,turkey,antalya,yumaklar_serik,south,4.8,118,3.7,3.7,0,,0,0
2.01E+13,2007.04.16,12:11:59 AM,39.71,38.81,turkey,erzincan,babaaslan_refahiye,south,4.8,5.8,3.5,3.5,3.4,,0,0
2.01E+13,2008.09.11,12:33:58 AM,39.41,33.07,turkey,ankara,afsar_bala,south,4.8,5,4.1,0,4.1,,0,0
2.02E+13,2015.09.03,12:10:15 AM,39.41,43.9,turkey,agri,binkaya_dogubayazit,south,4.8,8,3.6,0,3.6,,0,0
1.97E+13,1970.04.07,12:12:34 AM,39.32,29.09,turkey,kutahya,kabaklar_emet,north_west,4.8,33,4.7,4.6,4.3,4.7,4.5,4.4
1.98E+13,1978.02.20,12:52:25 AM,38.42,27.22,turkey,izmir,gokdere_bornova,north_west,4.8,11,3.7,0,0,,0,3.7
1.98E+13,1979.07.21,12:26:06 AM,39.2,27.1,turkey,izmir,kapikaya_bergama,north_west,4.8,0,3.6,0,0,,0,3.6
1.98E+13,1984.01.07,12:17:20 AM,37.02,28.83,turkey,mugla,cayhisar_koycegiz,north_west,4.8,9,3.8,0,0,,0,3.8
1.99E+13,1991.01.13,12:44:52 AM,37.1,29.49,turkey,burdur,evciler_golhisar,north_west,4.8,8,3.8,3.8,0,,0,0
1.99E+13,1991.01.16,12:08:31 AM,37.1,29.49,turkey,burdur,evciler_golhisar,north_west,4.8,14,4,4,0,,0,0
2.00E+13,1995.03.16,12:39:17 AM,37.12,29.05,turkey,denizli,sandalcik_acipayam,north_west,4.8,2,3.5,3.5,0,,0,0
2.00E+13,1996.04.01,12:45:22 AM,39.85,38.98,turkey,erzincan,kedek_kemah,north_west,4.8,7,3.6,3.6,0,,0,0
2.00E+13,2001.08.08,12:36:02 AM,37.01,36.15,turkey,hatay,gokdere_erzin,north_west,4.8,10,3.9,3.9,0,,0,0
2.00E+13,2002.12.23,12:01:50 AM,38.17,38.77,turkey,malatya,gokceli_puturge,north_west,4.8,7,3.7,3.7,0,,0,0
2.01E+13,2007.04.11,12:59:14 AM,38.03,30.91,turkey,isparta,esinyurt_gelendost,north_west,4.8,23,3.9,3.9,0,,0,0
2.01E+13,2010.08.16,12:09:01 AM,40.84,31.58,turkey,bolu,kozlu,north_west,4.8,5,3.9,0,3.9,,0,0
2.01E+13,2011.10.24,12:42:43 AM,38.7,43.15,turkey,van,mollakasim,north_west,4.8,4.6,3.6,0,3.6,,0,0
1.95E+13,1948.10.12,12:57:26 AM,38.5,41.5,turkey,batman,kaleyolu_sason,north_east,4.8,30,4.8,4.7,4.6,4.8,4.6,4.7
